County,State,Labor Force,Employed,Unemployed,Unemployment Rate,Year
Ouachita County,AR,"9,954","9,160",794,8,2014
Perry County,AR,"4,230","3,904",326,7.7,2014
Phillips County,AR,"7,228","6,535",693,9.6,2014
Pike County,AR,"4,206","3,898",308,7.3,2014
Poinsett County,AR,"10,103","9,404",699,6.9,2014
Polk County,AR,"8,455","7,927",528,6.2,2014
Pope County,AR,"29,613","27,762","1,851",6.3,2014
Prairie County,AR,"3,813","3,593",220,5.8,2014
Pulaski County,AR,"184,541","174,392","10,149",5.5,2014
Randolph County,AR,"6,550","6,033",517,7.9,2014
St. Francis County,AR,"8,978","8,198",780,8.7,2014
Saline County,AR,"54,605","51,970","2,635",4.8,2014
Scott County,AR,"4,542","4,314",228,5,2014
Searcy County,AR,"2,994","2,804",190,6.3,2014
Sebastian County,AR,"57,179","53,937","3,242",5.7,2014
Sevier County,AR,"5,792","5,388",404,7,2014
Sharp County,AR,"5,968","5,464",504,8.4,2014
Stone County,AR,"4,701","4,343",358,7.6,2014
Union County,AR,"16,579","15,354","1,225",7.4,2014
Van Buren County,AR,"6,454","5,933",521,8.1,2014
Washington County,AR,"110,153","105,350","4,803",4.4,2014
White County,AR,"34,471","32,051","2,420",7,2014
Woodruff County,AR,"3,166","2,926",240,7.6,2014
Yell County,AR,"9,035","8,527",508,5.6,2014
Alameda County,CA,"808,094","761,108","46,986",5.8,2014
Alpine County,CA,510,468,42,8.2,2014
Amador County,CA,"14,348","13,157","1,191",8.3,2014
Butte County,CA,"101,244","92,493","8,751",8.6,2014
Calaveras County,CA,"20,243","18,625","1,618",8,2014
Colusa County,CA,"11,085","9,159","1,926",17.4,2014
Contra Costa County,CA,"539,630","506,344","33,286",6.2,2014
Del Norte County,CA,"9,932","8,932","1,000",10.1,2014
El Dorado County,CA,"87,908","81,778","6,130",7,2014
Fresno County,CA,"438,262","387,533","50,729",11.6,2014
Glenn County,CA,"12,803","11,439","1,364",10.7,2014
Humboldt County,CA,"62,360","58,211","4,149",6.7,2014
Imperial County,CA,"78,264","59,459","18,805",24,2014
Inyo County,CA,"9,212","8,584",628,6.8,2014
Kern County,CA,"392,530","351,686","40,844",10.4,2014
Kings County,CA,"57,441","50,599","6,842",11.9,2014
Lake County,CA,"29,283","26,665","2,618",8.9,2014
Lassen County,CA,"10,817","9,833",984,9.1,2014
Los Angeles County,CA,"4,992,593","4,580,294","412,299",8.3,2014
Madera County,CA,"61,807","54,885","6,922",11.2,2014
Marin County,CA,"138,798","132,877","5,921",4.3,2014
Mariposa County,CA,"8,091","7,381",710,8.8,2014
Mendocino County,CA,"40,384","37,559","2,825",7,2014
Merced County,CA,"114,317","99,655","14,662",12.8,2014
Modoc County,CA,"3,366","3,021",345,10.2,2014
Mono County,CA,"8,241","7,660",581,7.1,2014
Monterey County,CA,"217,706","198,037","19,669",9,2014
Napa County,CA,"73,419","69,255","4,164",5.7,2014
Nevada County,CA,"47,849","44,716","3,133",6.5,2014
Orange County,CA,"1,568,990","1,482,935","86,055",5.5,2014
Placer County,CA,"175,478","164,489","10,989",6.3,2014
Plumas County,CA,"8,099","7,165",934,11.5,2014
Riverside County,CA,"1,011,115","928,255","82,860",8.2,2014
Sacramento County,CA,"679,083","629,508","49,575",7.3,2014
San Benito County,CA,"29,172","26,452","2,720",9.3,2014
San Bernardino County,CA,"905,417","832,966","72,451",8,2014
San Diego County,CA,"1,540,711","1,441,734","98,977",6.4,2014
San Francisco County/city,CA,"528,606","505,504","23,102",4.4,2014
San Joaquin County,CA,"312,045","279,182","32,863",10.5,2014
San Luis Obispo County,CA,"140,238","132,419","7,819",5.6,2014
San Mateo County,CA,"426,911","408,922","17,989",4.2,2014
Santa Barbara County,CA,"217,803","204,497","13,306",6.1,2014
Santa Clara County,CA,"989,909","938,914","50,995",5.2,2014
Santa Cruz County,CA,"142,308","129,860","12,448",8.7,2014
Shasta County,CA,"74,869","67,672","7,197",9.6,2014
Sierra County,CA,"1,412","1,270",142,10.1,2014
Siskiyou County,CA,"18,004","16,009","1,995",11.1,2014
Solano County,CA,"202,785","187,536","15,249",7.5,2014
Sonoma County,CA,"256,135","241,776","14,359",5.6,2014
Stanislaus County,CA,"240,588","213,722","26,866",11.2,2014
Sutter County,CA,"44,288","38,691","5,597",12.6,2014
Tehama County,CA,"25,084","22,673","2,411",9.6,2014
Trinity County,CA,"5,170","4,682",488,9.4,2014
Tulare County,CA,"198,164","172,149","26,015",13.1,2014
Tuolumne County,CA,"21,576","19,710","1,866",8.6,2014
Ventura County,CA,"430,087","401,521","28,566",6.6,2014
Yolo County,CA,"102,234","94,543","7,691",7.5,2014
Yuba County,CA,"27,896","24,771","3,125",11.2,2014
Adams County,CO,"245,118","231,093","14,025",5.7,2014
Alamosa County,CO,"7,515","6,974",541,7.2,2014
Arapahoe County,CO,"331,367","315,109","16,258",4.9,2014
Archuleta County,CO,"5,727","5,384",343,6,2014
Baca County,CO,"1,926","1,873",53,2.8,2014
Bent County,CO,"1,652","1,565",87,5.3,2014
Boulder County,CO,"176,233","169,031","7,202",4.1,2014
Broomfield County/city,CO,"34,187","32,743","1,444",4.2,2014
Chaffee County,CO,"8,387","8,021",366,4.4,2014
Cheyenne County,CO,972,944,28,2.9,2014
Clear Creek County,CO,"5,519","5,263",256,4.6,2014
Conejos County,CO,"3,610","3,329",281,7.8,2014
Costilla County,CO,"1,610","1,464",146,9.1,2014
Crowley County,CO,"1,315","1,238",77,5.9,2014
Custer County,CO,"1,979","1,888",91,4.6,2014
Delta County,CO,"13,601","12,644",957,7,2014
Denver County/city,CO,"368,895","351,178","17,717",4.8,2014
Dolores County,CO,"1,329","1,277",52,3.9,2014
Douglas County,CO,"169,258","162,473","6,785",4,2014
Eagle County,CO,"32,403","31,051","1,352",4.2,2014
Elbert County,CO,"12,963","12,410",553,4.3,2014
El Paso County,CO,"306,746","288,358","18,388",6,2014
Fremont County,CO,"14,535","13,342","1,193",8.2,2014
Garfield County,CO,"31,180","29,540","1,640",5.3,2014
Gilpin County,CO,"3,451","3,300",151,4.4,2014
Grand County,CO,"8,933","8,574",359,4,2014
Gunnison County,CO,"9,677","9,286",391,4,2014
Hinsdale County,CO,434,418,16,3.7,2014
Huerfano County,CO,"2,412","2,171",241,10,2014
Jackson County,CO,835,805,30,3.6,2014
Jefferson County,CO,"307,711","293,718","13,993",4.5,2014
Kiowa County,CO,752,727,25,3.3,2014
Kit Carson County,CO,"4,313","4,182",131,3,2014
Lake County,CO,"4,507","4,298",209,4.6,2014
La Plata County,CO,"29,925","28,665","1,260",4.2,2014
Larimer County,CO,"177,138","169,598","7,540",4.3,2014
Las Animas County,CO,"6,427","5,943",484,7.5,2014
Lincoln County,CO,"2,135","2,048",87,4.1,2014
Logan County,CO,"10,999","10,582",417,3.8,2014
Mesa County,CO,"73,237","68,674","4,563",6.2,2014
Mineral County,CO,424,403,21,5,2014
Moffat County,CO,"7,309","6,888",421,5.8,2014
Montezuma County,CO,"12,660","11,889",771,6.1,2014
Montrose County,CO,"19,274","17,967","1,307",6.8,2014
Morgan County,CO,"14,811","14,131",680,4.6,2014
Otero County,CO,"7,971","7,363",608,7.6,2014
Ouray County,CO,"2,134","2,011",123,5.8,2014
Park County,CO,"9,358","8,928",430,4.6,2014
Phillips County,CO,"2,253","2,179",74,3.3,2014
Pitkin County,CO,"11,028","10,491",537,4.9,2014
Prowers County,CO,"5,729","5,460",269,4.7,2014
Pueblo County,CO,"72,326","67,044","5,282",7.3,2014
Rio Blanco County,CO,"2,941","2,766",175,6,2014
Rio Grande County,CO,"4,821","4,378",443,9.2,2014
Routt County,CO,"14,388","13,789",599,4.2,2014
Saguache County,CO,"3,005","2,743",262,8.7,2014
San Juan County,CO,475,450,25,5.3,2014
San Miguel County,CO,"4,923","4,689",234,4.8,2014
Sedgwick County,CO,"1,086","1,036",50,4.6,2014
Summit County,CO,"20,084","19,408",676,3.4,2014
Teller County,CO,"11,585","10,907",678,5.9,2014
Washington County,CO,"2,647","2,563",84,3.2,2014
Weld County,CO,"145,429","138,946","6,483",4.5,2014
Yuma County,CO,"4,959","4,795",164,3.3,2014
Fairfield County,CT,"476,177","446,751","29,426",6.2,2014
Hartford County,CT,"473,952","441,939","32,013",6.8,2014
Litchfield County,CT,"105,593","99,240","6,353",6,2014
Middlesex County,CT,"92,185","86,916","5,269",5.7,2014
New Haven County,CT,"455,190","422,217","32,973",7.2,2014
New London County,CT,"136,710","127,418","9,292",6.8,2014
Tolland County,CT,"84,813","79,881","4,932",5.8,2014
Windham County,CT,"62,811","58,202","4,609",7.3,2014
Kent County,DE,"75,025","70,212","4,813",6.4,2014
New Castle County,DE,"282,578","266,987","15,591",5.5,2014
Sussex County,DE,"94,584","89,126","5,458",5.8,2014
Alachua County,FL,"129,427","122,675","6,752",5.2,2014
Baker County,FL,"11,197","10,480",717,6.4,2014
Bay County,FL,"87,477","81,927","5,550",6.3,2014
Bradford County,FL,"10,742","10,136",606,5.6,2014
Brevard County,FL,"257,669","239,673","17,996",7,2014
Broward County,FL,"986,355","927,797","58,558",5.9,2014
Calhoun County,FL,"4,941","4,598",343,6.9,2014
Charlotte County,FL,"66,825","62,231","4,594",6.9,2014
Citrus County,FL,"48,185","44,063","4,122",8.6,2014
Clay County,FL,"97,719","92,097","5,622",5.8,2014
Collier County,FL,"159,908","150,359","9,549",6,2014
Columbia County,FL,"28,333","26,450","1,883",6.6,2014
DeSoto County,FL,"13,158","12,216",942,7.2,2014
Dixie County,FL,"5,550","5,139",411,7.4,2014
Duval County,FL,"459,550","428,626","30,924",6.7,2014
Escambia County,FL,"139,177","130,243","8,934",6.4,2014
Flagler County,FL,"43,180","40,007","3,173",7.3,2014
Franklin County,FL,"4,940","4,662",278,5.6,2014
Gadsden County,FL,"18,794","17,246","1,548",8.2,2014
Gilchrist County,FL,"6,550","6,109",441,6.7,2014
Glades County,FL,"4,916","4,538",378,7.7,2014
Gulf County,FL,"6,118","5,746",372,6.1,2014
Hamilton County,FL,"4,601","4,251",350,7.6,2014
Hardee County,FL,"10,334","9,540",794,7.7,2014
Hendry County,FL,"15,814","14,020","1,794",11.3,2014
Hernando County,FL,"66,194","60,933","5,261",7.9,2014
Highlands County,FL,"35,810","32,789","3,021",8.4,2014
Hillsborough County,FL,"682,187","642,710","39,477",5.8,2014
Holmes County,FL,"6,856","6,377",479,7,2014
Indian River County,FL,"61,696","56,819","4,877",7.9,2014
Jackson County,FL,"17,468","16,297","1,171",6.7,2014
Jefferson County,FL,"5,492","5,129",363,6.6,2014
Lafayette County,FL,"3,351","3,179",172,5.1,2014
Lake County,FL,"138,216","129,372","8,844",6.4,2014
Lee County,FL,"310,076","291,349","18,727",6,2014
Leon County,FL,"149,736","141,427","8,309",5.5,2014
Levy County,FL,"16,283","15,167","1,116",6.9,2014
Liberty County,FL,"2,749","2,566",183,6.7,2014
Madison County,FL,"7,730","7,179",551,7.1,2014
Manatee County,FL,"160,396","151,207","9,189",5.7,2014
Marion County,FL,"131,483","121,884","9,599",7.3,2014
Martin County,FL,"68,622","64,457","4,165",6.1,2014
Miami-Dade County,FL,"1,313,992","1,225,796","88,196",6.7,2014
Monroe County,FL,"45,000","43,146","1,854",4.1,2014
Nassau County,FL,"36,234","34,074","2,160",6,2014
Okaloosa County,FL,"91,984","87,244","4,740",5.2,2014
Okeechobee County,FL,"17,658","16,358","1,300",7.4,2014
Orange County,FL,"675,922","636,407","39,515",5.8,2014
Osceola County,FL,"152,534","142,258","10,276",6.7,2014
Palm Beach County,FL,"684,170","644,026","40,144",5.9,2014
Pasco County,FL,"212,826","198,617","14,209",6.7,2014
Pinellas County,FL,"471,251","444,032","27,219",5.8,2014
Polk County,FL,"278,220","258,191","20,029",7.2,2014
Putnam County,FL,"27,921","25,481","2,440",8.7,2014
St. Johns County,FL,"110,553","105,354","5,199",4.7,2014
St. Lucie County,FL,"130,418","119,962","10,456",8,2014
Santa Rosa County,FL,"73,052","69,054","3,998",5.5,2014
Sarasota County,FL,"174,763","164,541","10,222",5.8,2014
Seminole County,FL,"235,834","222,355","13,479",5.7,2014
Sumter County,FL,"28,243","25,884","2,359",8.4,2014
Suwannee County,FL,"17,955","16,823","1,132",6.3,2014
Taylor County,FL,"9,354","8,711",643,6.9,2014
Union County,FL,"4,730","4,447",283,6,2014
Volusia County,FL,"237,578","221,355","16,223",6.8,2014
Wakulla County,FL,"14,295","13,554",741,5.2,2014
Walton County,FL,"27,324","25,876","1,448",5.3,2014
Washington County,FL,"9,684","9,032",652,6.7,2014
Appling County,GA,"8,639","7,879",760,8.8,2014
Atkinson County,GA,"3,605","3,333",272,7.5,2014
Bacon County,GA,"4,833","4,498",335,6.9,2014
Baker County,GA,"1,112","1,012",100,9,2014
Baldwin County,GA,"18,420","16,821","1,599",8.7,2014
Banks County,GA,"8,126","7,589",537,6.6,2014
Barrow County,GA,"35,082","32,888","2,194",6.3,2014
Bartow County,GA,"46,476","43,155","3,321",7.1,2014
Ben Hill County,GA,"5,579","5,024",555,9.9,2014
Berrien County,GA,"7,214","6,600",614,8.5,2014
Bibb County,GA,"68,808","63,311","5,497",8,2014
Bleckley County,GA,"4,617","4,100",517,11.2,2014
Brantley County,GA,"6,867","6,235",632,9.2,2014
Brooks County,GA,"6,612","6,136",476,7.2,2014
Bryan County,GA,"15,498","14,501",997,6.4,2014
Bulloch County,GA,"34,436","31,923","2,513",7.3,2014
Burke County,GA,"9,142","8,229",913,10,2014
Butts County,GA,"9,996","9,250",746,7.5,2014
Calhoun County,GA,"2,134","1,986",148,6.9,2014
Camden County,GA,"21,894","20,455","1,439",6.6,2014
Candler County,GA,"5,059","4,711",348,6.9,2014
Carroll County,GA,"51,802","47,579","4,223",8.2,2014
Catoosa County,GA,"30,947","29,054","1,893",6.1,2014
Charlton County,GA,"4,791","4,439",352,7.3,2014
Chatham County,GA,"131,333","121,772","9,561",7.3,2014
Chattahoochee County,GA,"2,222","2,007",215,9.7,2014
Chattooga County,GA,"10,485","9,690",795,7.6,2014
Cherokee County,GA,"117,663","111,239","6,424",5.5,2014
Clarke County,GA,"56,056","52,183","3,873",6.9,2014
Clay County,GA,912,809,103,11.3,2014
Clayton County,GA,"124,310","112,797","11,513",9.3,2014
Clinch County,GA,"2,818","2,583",235,8.3,2014
Cobb County,GA,"392,311","369,170","23,141",5.9,2014
Coffee County,GA,"17,583","16,159","1,424",8.1,2014
Colquitt County,GA,"20,022","18,410","1,612",8.1,2014
Columbia County,GA,"66,237","62,407","3,830",5.8,2014
Cook County,GA,"7,374","6,778",596,8.1,2014
Coweta County,GA,"66,310","62,246","4,064",6.1,2014
Crawford County,GA,"5,596","5,179",417,7.5,2014
Crisp County,GA,"9,426","8,596",830,8.8,2014
Dade County,GA,"7,863","7,369",494,6.3,2014
Dawson County,GA,"10,765","10,113",652,6.1,2014
Decatur County,GA,"11,341","10,421",920,8.1,2014
DeKalb County,GA,"367,659","341,149","26,510",7.2,2014
Dodge County,GA,"7,409","6,689",720,9.7,2014
Dooly County,GA,"4,622","4,180",442,9.6,2014
Dougherty County,GA,"38,534","34,993","3,541",9.2,2014
Douglas County,GA,"67,469","62,499","4,970",7.4,2014
Early County,GA,"4,331","3,944",387,8.9,2014
Echols County,GA,"1,778","1,674",104,5.8,2014
Effingham County,GA,"26,187","24,567","1,620",6.2,2014
Elbert County,GA,"8,042","7,352",690,8.6,2014
Emanuel County,GA,"8,557","7,666",891,10.4,2014
Evans County,GA,"4,722","4,419",303,6.4,2014
Fannin County,GA,"9,826","9,083",743,7.6,2014
Fayette County,GA,"53,595","50,344","3,251",6.1,2014
Floyd County,GA,"43,150","39,753","3,397",7.9,2014
Forsyth County,GA,"100,080","94,849","5,231",5.2,2014
Franklin County,GA,"9,221","8,476",745,8.1,2014
Fulton County,GA,"507,906","472,230","35,676",7,2014
Gilmer County,GA,"11,927","11,065",862,7.2,2014
Glascock County,GA,"1,262","1,161",101,8,2014
Glynn County,GA,"36,971","34,227","2,744",7.4,2014
Gordon County,GA,"25,995","24,110","1,885",7.3,2014
Grady County,GA,"10,422","9,661",761,7.3,2014
Greene County,GA,"6,406","5,883",523,8.2,2014
Gwinnett County,GA,"443,051","416,344","26,707",6,2014
Habersham County,GA,"18,913","17,603","1,310",6.9,2014
Hall County,GA,"89,803","84,535","5,268",5.9,2014
Hancock County,GA,"2,514","2,221",293,11.7,2014
Haralson County,GA,"11,838","10,903",935,7.9,2014
Harris County,GA,"15,679","14,746",933,6,2014
Hart County,GA,"10,353","9,580",773,7.5,2014
Heard County,GA,"4,953","4,562",391,7.9,2014
Henry County,GA,"103,221","95,766","7,455",7.2,2014
Houston County,GA,"65,734","61,280","4,454",6.8,2014
Irwin County,GA,"3,132","2,836",296,9.5,2014
Jackson County,GA,"29,726","27,994","1,732",5.8,2014
Jasper County,GA,"6,333","5,914",419,6.6,2014
Jeff Davis County,GA,"6,377","5,858",519,8.1,2014
Jefferson County,GA,"6,631","5,888",743,11.2,2014
Jenkins County,GA,"3,251","2,928",323,9.9,2014
Johnson County,GA,"3,924","3,588",336,8.6,2014
Jones County,GA,"13,651","12,793",858,6.3,2014
Lamar County,GA,"7,764","7,026",738,9.5,2014
Lanier County,GA,"3,781","3,477",304,8,2014
Laurens County,GA,"18,972","17,230","1,742",9.2,2014
Lee County,GA,"14,100","13,225",875,6.2,2014
Liberty County,GA,"25,555","23,612","1,943",7.6,2014
Lincoln County,GA,"3,327","3,051",276,8.3,2014
Long County,GA,"6,680","6,187",493,7.4,2014
Lowndes County,GA,"50,392","46,747","3,645",7.2,2014
Lumpkin County,GA,"15,212","14,248",964,6.3,2014
McDuffie County,GA,"8,772","7,900",872,9.9,2014
McIntosh County,GA,"5,849","5,391",458,7.8,2014
Macon County,GA,"4,724","4,170",554,11.7,2014
Madison County,GA,"12,668","11,825",843,6.7,2014
Marion County,GA,"3,447","3,183",264,7.7,2014
Meriwether County,GA,"8,718","7,871",847,9.7,2014
Miller County,GA,"2,666","2,498",168,6.3,2014
Mitchell County,GA,"8,738","8,055",683,7.8,2014
Monroe County,GA,"12,693","11,846",847,6.7,2014
Montgomery County,GA,"3,846","3,451",395,10.3,2014
Morgan County,GA,"8,336","7,790",546,6.5,2014
Murray County,GA,"15,820","14,346","1,474",9.3,2014
Muscogee County,GA,"80,580","73,822","6,758",8.4,2014
Newton County,GA,"47,794","43,893","3,901",8.2,2014
Oconee County,GA,"17,209","16,341",868,5,2014
Oglethorpe County,GA,"6,640","6,202",438,6.6,2014
Paulding County,GA,"74,612","70,045","4,567",6.1,2014
Peach County,GA,"11,451","10,370","1,081",9.4,2014
Pickens County,GA,"13,782","12,868",914,6.6,2014
Pierce County,GA,"8,064","7,464",600,7.4,2014
Pike County,GA,"8,168","7,598",570,7,2014
Polk County,GA,"18,287","16,867","1,420",7.8,2014
Pulaski County,GA,"4,050","3,735",315,7.8,2014
Putnam County,GA,"8,065","7,339",726,9,2014
Quitman County,GA,888,814,74,8.3,2014
Rabun County,GA,"6,530","5,998",532,8.1,2014
Randolph County,GA,"2,711","2,449",262,9.7,2014
Richmond County,GA,"84,390","77,083","7,307",8.7,2014
Rockdale County,GA,"41,908","38,630","3,278",7.8,2014
Schley County,GA,"2,168","2,004",164,7.6,2014
Screven County,GA,"5,346","4,813",533,10,2014
Seminole County,GA,"3,111","2,818",293,9.4,2014
Spalding County,GA,"27,191","24,631","2,560",9.4,2014
Stephens County,GA,"11,177","10,325",852,7.6,2014
Stewart County,GA,"2,181","2,019",162,7.4,2014
Sumter County,GA,"13,395","12,130","1,265",9.4,2014
Talbot County,GA,"2,797","2,578",219,7.8,2014
Taliaferro County,GA,591,527,64,10.8,2014
Tattnall County,GA,"9,493","8,836",657,6.9,2014
Taylor County,GA,"2,838","2,549",289,10.2,2014
Telfair County,GA,"5,233","4,724",509,9.7,2014
Terrell County,GA,"3,608","3,320",288,8,2014
Thomas County,GA,"17,095","15,606","1,489",8.7,2014
Tift County,GA,"18,197","16,876","1,321",7.3,2014
Toombs County,GA,"12,199","11,000","1,199",9.8,2014
Towns County,GA,"4,126","3,748",378,9.2,2014
Treutlen County,GA,"2,786","2,492",294,10.6,2014
Troup County,GA,"35,993","33,362","2,631",7.3,2014
Turner County,GA,"3,248","2,991",257,7.9,2014
Twiggs County,GA,"2,987","2,656",331,11.1,2014
Union County,GA,"9,487","8,865",622,6.6,2014
Upson County,GA,"11,271","10,272",999,8.9,2014
Walker County,GA,"29,312","27,207","2,105",7.2,2014
Walton County,GA,"41,291","38,642","2,649",6.4,2014
Ware County,GA,"14,713","13,555","1,158",7.9,2014
Warren County,GA,"2,706","2,445",261,9.6,2014
Washington County,GA,"7,530","6,923",607,8.1,2014
Wayne County,GA,"11,797","10,768","1,029",8.7,2014
Webster County,GA,"1,013",925,88,8.7,2014
Wheeler County,GA,"1,861","1,632",229,12.3,2014
White County,GA,"13,792","12,939",853,6.2,2014
Whitfield County,GA,"44,594","41,112","3,482",7.8,2014
Wilcox County,GA,"2,832","2,574",258,9.1,2014
Wilkes County,GA,"3,724","3,379",345,9.3,2014
